sentiment,comment
2,"Sạc dự phòng quá tệ, sạc dự phòng được 15 phút đã đầy sạc cho điện thoại thì được 25% thì sạc dự phòng đã hết pin quá tệ ko nên mua đúng hàng rẻ đồ chơi"
5,Hàng đểu. Chưa xạc đã hết bin. Lừa đảo. Mọi người không nên mua nha.
2,"Chất lượng sản phẩm:tệ Đúng với mô tả:đúng nhưng ko dùng dc  Đã nhận đủ hàng. Sau mở ra sử dụng thì sạc đầy 100%, khi sạc điện thoại thì rất nhanh,nhắn hỏi shop ko giải quyết,rồi chặn mình luôn"
5,Hàng kg giống ảnh còn xài sao thì phải xem vài ngày mới biết đc sẽ ủng hộ nhiều hơn
5,Hỗn chiến dịch chống tham ô tài sản và bạn ơi mình không biết làm gì đâu nhỉ anh không có gì mà không biết làm gì đâu thế à thế bạn ở đây có nhà có một mình buồn thì e xin địa
1,Pin sặc dự phòng tệ bên trong có 3 viên thì một viên nối mạch 2 viên còn lại là cát
1,Hàng tệ không đúng ảnh chất lượng fake sạc đầy 100% mà nạp dc 1 tiếng hết pin ! Lừa đào
1,"Chất lượng sản phẩm:Cực kì tệ  Giống như treo đầu dê bán thịt chó,k giống sp , vứt thùng rác vì sạc sợ nổ . Tạm biệt k hy vọng gặp lại .😏"
5,Đúng với mô tả:ko đúng với mô tả Chất lượng sản phẩm:hàng dùng ko tốt cần shop khắc phục  Hàng dùng ko tốt
5,dm đặt sạc dự phòng nma shop giao đồ lọc nước=))
5,"Nói thật là shop làm mình thất vọng,không gửi đúng hàng mình đặt và chất lượng quá kém"
1,"Chất lượng sản phẩm:san pham khong đúng theo đơn hàng được đăng lên  Quá tệ, nhanh hết pin."
2,Chất lượng sản phẩm:không tốt  Hàng k giống yêu cầu
5,hàng chất lượng nhân viên phụ vụ tốt  lần sau cho nhân viên nữ đi xinh càng tốt :33 😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳
5,Sản phẩm đẹp vừa túi tiền  Đáng giá 5*  Quá đạt yêu cầu  Lần sau mua tiếp
2,Mua 30.000mAh mà chỉ đưa 20.000mAh cộng thêm 20.000mAh mà chỉ sạc được 1 tí chưa được 10% pin. Quá tệ
1,"Đặt màu đen đưa màu trắng , chất lg kém , sạc chs đầy đã ht🙂"
5,bảo sạc 30000 mah mà tôi mới sạc được 20% đã hết pin rồi tròng khi củ sạc lúc mới bóc là 100% pin
1,"Nhanh hết pin nhanh hơn cả pin đt, đã vậy còn giao sai sp"
5,Đặt hàng này nhưng giao hàng khác !!! Hảo shop
1,Vỏ là 20000 nhưng đến tay chỉ đc 1500 thôi lm ăn bôi bác
5,Giao k giống hình đăng
5,Hàng rất ôi phù hợp với học sinh  củ cầm rất nhẹ  phù hợp  với mọi người
5,Chất lượng sản phẩm:không ưng sp vì pin ít  Phí tiền.Sạc chưa đc 20% pin thì đã hết sạch pin
1,Giá thì 60k ae khôg nên mua  Hàng thì khôg giống ảnh Hangd đểu hết sức  Giao hàng lâu
5,Chất lượng sản phẩm:ko tốt ko giống như quảng cáo
1,Pin toàn cát
1,"Chất lượng sản phẩm:tôi đặt pin 30,000 m giao pin như cái đầu b, lừa nhau để lấy tiền hả, sạc chưa được một lần sạc,  Bán hàng lừa đảo chiếm đoạt tài sản hay sao, tạo đặt pin 30,000 giao pin như cái đầu b vậy, không sạc được pin cho điện thoại,1 lần,"
5,Chất lượng cao đẹp giao mầu ngẫu nhiên nhưng vẫn ưng mắt nha nên mua
5,Chất lượng sản phẩm:Tốt
5,Ko như quảng cáo.pin mới sạc 15p đã hết .lừa đảo
5,Chất lượng sản phẩm:cũng ok  Sạc cũng nhanh
5,"Sản phẩm không như hình,dây sạc thì bị sét"
5,Hàng có 1 cụt pin bán làm gì lừa đảo à
2,Mua đen đưa trắng ko giống hình ảnh trên shop
5,Hình đen giao hàng trắng trừ 1 điểm
5,Sp hk giống ảnh đăng bán á shop...
5,K đúng như trong ảnh
5,K đúng với mô tả
1,Đúng với mô tả:quá tệ k đúng vs mẫu  K nên mua
5,Đúng vs mô tả
1,Không đúng với mô tả ban đầu về sản phẩm
1,Rất nhẹ và chỉ sạc được 15p
1,SP ko giống hình chất lượng cực kém
1,Hàng ko đúng sản phẩm quảng cáo
3,Không giống lắm
1,Không giống với ảnh j cả :((
1,Không đúng như trong hình
1,Sạc được 20p hết pin
1,Ko đúng với hình ảnh
1,Kém chất lượng
1,Sạc không vào
1,Lừa đão
5,Chất lượng sản phẩm:khác xa so với shop chia sẻ
2,Hàng xấu chất lượng kém
1,Ko đúng như sản phẩm đăng bán nha
1,Đặt máy màu đen như ảnh mà giao máy khác là sao?
5,Mdow ck có dơ ld dlwlcql1 ke do1 do2 d01 1ld qlxlq dl
5,E mua màu đen mà
5,Hình thì đúng nhưng chất lương rất kém
5,Hàng nói cvchung cũng ổn
5,Ok dung duoc dong goi dep giao hang dung thoi han
3,sao sạc ghi là 30000 mà lúc nhận lại là 20000
5,Khá ổn
1,Chất lượng sản phẩm:shop lừa đảo  Lừa đảo
1,Cục sạc sạc có tí hết luôn
5,Chất lượng sản phẩm:chất lượng tốt Đúng với mô tả:Đúng với mở ta  cùng tốt măt hàng đẹp mat hàng OK
5,Chạm và giữ một đoạn để ghim đoạn đó. Các đoạn đã bỏ ghim sẽ bị xóa sau 1 giờ.
5,cục sạc màu trắng toán hoá sinh lý văn anh táo đào lê thanh long
5,Chất lượng sản phẩm:quá tệ  Xạc thì 2 tiếng mới đầy cục xạc dự phòng mà dùng trong vòng 15p hết cục  Ủa alo làm ăn zậy ai chơi lại nó cũng không đắt nên không dám đòi hỏi nhiều nhưng ít ra nó cũng phải có cái gì để chấp nhận được chứ lúc giao thì cục xạc nó có nhiều vết lằn đen chùi không ra nữa
1,"Chất lượng sản phẩm:không tốt Đúng với mô tả:sai  Sạc gì sạc 1 lúc là hết, không như quảng cáo , chê shop rất nhiều, làm ăn không uy tín  Tôi khuyên đừng mua của shop này"
1,Chất lượng sản phẩm:kén sạc mới có 21 phút mà còn 25 pin trong cục sạc à mới có được 2 pin trong ipad Đúng với mô tả:hình ảnh ko đúng  Ko nên mua mất tiền như chơi
1,Đúng với mô tả:k đúng với mô tả mua đen giao trắng  Sạc chưa nổi 10 phút đã hết sạch pin nói chung là thất vọng
1,Hàng đúng kém chất lượng sạc không vào pin..dùng khong nổi 1 lần..đúng là phí tiên mua
1,Chất lượng sản phẩm:kém Đúng với mô tả:không đúng mẫu  Pin cực kỳ nhanh hết..xạc từ 100% đến hết PIN mà k lên đc tý nào..còn bị tụt pin nữa...sản phẩm thì kém..không đúng mẫu. Nói chung là quá tệ. Mọi người không nên mua
1,"Chất lượng sản phẩm:không tốt Đúng với mô tả:không đúng mô tả , sạc được 15p hết pin  Không đúng hình , sạc được 15p hết pin . Nói chung là rất tệ"
5,Chất lượng sản phẩm:tốt Đúng với mô tả:đúng  Nhưng xài rất nhanh hết pin và lúc sạc đầy nhanh và sài ko bt đc 30 phút ko nx mà rất nhanh hết pin  Mọi người ko nên mua nha
1,"Lưa đảo , a e ko nên mua. Có 3 cục pin nhưng chỉ có 1 cục dc nối vào mạch thôi"
2,"Hàng không đúng như hình ảnh quảng bá, chất lượng tồi"
4,"Chất lượng sản phẩm:tốt , sạc nhanh lắm Đúng với mô tả:nhưng trong hình màu đen giao về lại màu trắng"
1,"Chất lượng sản phẩm:quá tệ  Sản phẩm quá tệ, không hề giống như giới thiệu, 100% sạc được 58% đã hết. "" không nên mua """
1,Hàng k đúng thực tế k như mô tả  và ln sau tôi cx k mua ở đây nx  Đặt 1 kiểu giao 1 kieeu k đág tin cậy
5,Chất lượng sản phẩm:tệ Đúng với mô tả:hình 1 kiểu hàng về 1 kiểu  Hình ảnh với giới thiệu thì đẹp đến lúc nhận hàng thì chẳng ra sao
1,Mọi người đừng mua nhá sạc đểu chx sạc lần nào mà dâu đã hỏng rồi  đã thế sạc chưa đc 10 phút đã hết pin
5,Đúng với mô tả:không giống với hình Chất lượng sản phẩm:tạm ổn
5,Chất lượng sản phẩm:sp k như hình trên bìa.pin thì ít
1,"Chất lượng sản phẩm:tệ Đúng với mô tả:Không  Pin không trâu như mô tả sạc tí là hết liền không giống như ảnh quảng cáo,sạc mới một lần giờ không sạc được nữa"
5,Chất lượng sản phẩm:chất lượng kém pin yếu dùng 15 phút là hết pin Đúng với mô tả:Khác nhau lần sau đẽo thèm mua nữa
4,Chất lượng sản phẩm:👍 Đúng với mô tả:đúng  Chọn màu đen lại giao màu trắng thất vọng về shop quá Lần sau shop chú ý hơn nha🙂
5,"tốt nhất đừng ai nên mua dự phòng bên này mk mua sạc chưa nổi 30p hết pin 🤣🤣, kiểu shop cheo đầu dê bán thịt chó 😂"
1,"Đúng với mô tả:không hề giống với mô tả Chất lượng sản phẩm:quá tệ  Hàng fake dùng sạc đc 12% của máy 5000mah mà đc hết pin , 1 trải nghiệm quá tệ"
1,Chất lượng sản phẩm:không giống với ảnh Đúng với mô tả:không giônga với mặt kính
2,Chất lượng sản phẩm:sạc lâu mà nhanh hết vcl Đúng với mô tả:ko  đẹp
1,Chất lượng sản phẩm:sạc tí lại hết pin Đúng với mô tả:sản phẩm fake không như quảng cáo khuyên ko nên mua tốn tiền  Đừng mua
5,Chất lượng sản phẩm:kém Đúng với mô tả:ko tốt cho lắm  Với số tiền này chỉ đc vậy thôi.  sạc ko lên
1,"Chất lượng sản phẩm:lừa người, sạc 1 tiếng, cắm vào đt 3% xong.  Sạc đầy pin cho nó xong cắm vào sach đt tầm 3 đến 5' là nó báo hết pin."
1,Chất lượng sản phẩm:quá tệ Đúng với mô tả:dùng nhanh hết pin  Dùng quá nhanh bết pin  Tôi bt chỉ có 1 cục pin sài đc còn lại là pin giả
5,Chất lượng sản phẩm:quá kém sạc có 30% là hết 😔 Đúng với mô tả:ko  Quá thất vọng vs sản phẩm này
1,Đúng với mô tả:ko đúng Chất lượng sản phẩm:kém đến mỗi ko có từ để nói  Hàng thì đểu cửa hàng lừa
1,Chất lượng sản phẩm:Quá kém Đúng với mô tả:ko đúng
2,Chất lượng sản phẩm:khá tệ  Hình dáng không giống trên mẫu hình. Thanh hiển thị pin sạc từ 100% hơn 30p sau hết
1,"Shop giao hàng Sai mẫu, ko đúng với quảng cáo, thủ tục trả hàng thì rườm rà, có 74k mà phải làm đủ thứ, thôi bỏ qua luôn"
5,Chất lượng sản phẩm:sksbsn
5,Tại sao cục sạc dự phòng lại hết PIN nhanh vậy mới dùng đc 1 phút là hết PIN
5,"Hàng giao nhanh, đóng gói kĩ lưỡng. Ch sài thử nên mik ch bik là nó như nào."
5,Hàng k đúng với mẫu xạc nhanh hao pin của xạc dự phòng và k lên pin cho máy
1,Hàng quá kem chất lượng sạc rất lâu mới đầy xog ghim đt sạc chưa đc 10phút hết sạch pin nói chung quá thất vọng
5,Chất lượng sản phẩm:kÉm Đúng với mô tả:hàng giả  Kém chất lượng  Hành đểu
5,Chất lượng sản phẩm:qua kem  Mọi người đừng mua. Nó lừa đấy. Sạc đểu lắm
1,Đúng với mô tả:không đủ 30k mah Chất lượng sản phẩm:kém  Pin đt 5k mà sạc vào chỉ được có 40% thôi
3,qin quá yếu sặc tý đã hết qin rùi mik đặt qun đen mà đặt về nó chắng đen  chỉ cho 3* thôi
5,"Chất lượng sản phẩm:như cc  Như cc, pin có 3 cái đấu dây mỗi 1 cái =)))"
1,Chất lượng sản phẩm:rất tệ Đúng với mô tả:ko đúng  100% sạc qua điện thoại đc 10% thì cục sạc hết bà pin
2,Đúng với mô tả:không giống người bán mô tả  Tôi đặt hàng màu đen khi nhận hàng lại màu trắng
2,Chất lượng sản phẩm:tệ Đúng với mô tả:del  Giao hàng chậm. Ib shop k tl. K đúng mẫu và màu .
5,Hình ảnh thì đẹp nhưng khi nhận hàng thì chán ko giống hình.  Chê
5,Sản phẩm k giống hình sạc pin có mấy phút hết pin kém chất lượng
1,Không nên mua mua tốn tiền bảo 30000w mà sạc chưa đc 5% đã hết pin trong khi mình dùng ip hỏng pin
3,Chất lượng sản phẩm:ok Đúng với mô tả:giao màu trắng  Sạc chưa đc 20p đã hết pin
1,Chất lượng sản phẩm:chất lượng kém  Đặt hàng ko đúng với hình. Chất lượng sản phẩm cụng kỳ tệ
5,Chất lượng sản phẩm:kem chất lượng  Không cả sạc được 50% pin
1,Chất lượng sản phẩm:sạc chậm được xíu là hết pin thất vọng về sản phẩm
3,Chất lượng sản phẩm:trung binh  Không đúng như hình như tôi là một con lừa
5,Chất lượng sản phẩm:sản phẩm như cút chưa dùng đã hết bin
3,Chất lượng sản phẩm:khá tốt  Hàng ko giống trên hình shop để màu thì xấu
5,Chất lượng sản phẩm:nhu cec  ko sai dc đâu ae đừng mua
1,"Chất lượng sản phẩm:ko tốt , mau hết pin  Ko tốt mau hết pin , mau hư , m.n đừng mua nha"
1,Quá tệ không giống trong hình mọi người đừng mua lừa đó
5,Lấy sản phẩm kém chất lượng bản Sài được một ngày hư
5,Chất lượng sản phẩm:ko chất luọc tí nào đẻu  Sạc đểu
1,Dung lượng pin dự phòng quá yếu sạc máy được khoảng 25% là hết dung lượng pin dự phòng
1,"Không như giới thiệu , pin rất thấp"
5,Sac khong dúng như hinh nhung mà sạc 20/100 hết pin
2,Rất nhanh hết pin sạc đc 15p điện thoại lên đc 20% thì cục sạc hết pin :))
4,Chất lượng sản phẩm:tạm Đúng với mô tả:hơi nhẹ  Thấy nhẹ
3,Chất lượng sản phẩm:36000mah mà nhẹ vãi có in lộn ko hay là 3600
1,Chất lượng sản phẩm:lua dao Đúng với mô tả:ko đúng  Lừa đảo kêu sạc 5p hết bà pin
1,Chất lượng sản phẩm:kém Đúng với mô tả:kh đúng với ảnh
1,Chất lượng sản phẩm:Nhu cc Đúng với mô tả:Phi tien  Khuyên ae nên tẩy chay nha
1,Chất lượng sản phẩm:Oki  Dự phòng cái gì sạc thì đầy pin mà lúc bắt đầu sạc thì có tí báo hết pin tui k hiểu luôn Á shop làm ăn vậy k được rồi
4,Giao hàng nhanh nhưng không giống như hình mình họa
1,Chất lượng sản phẩm:Lừa bịp  Hàng sai chất lượng k bằng pin con thỏ lừa bip
2,Chất lượng sản phẩm:kém Đúng với mô tả::không  Không nên mua
1,Quá tệ.... Ảnh đăng 1 mẫu giao bán kiểu khác... Đã thế phần sạc còn bị méo
1,Tiền nào của đó sạc kb đc 10% pin ko nữa :))). Nhìn quảng cáo rõ đẹp :)))
1,"Sản phẩm không đáng tiền, sạc được 20% pin của máy.🙂"
1,Chất lượng sản phẩm:như lồn Đúng với mô tả:không  Bịp đấy ae ạ phí tiền
1,Đúng với mô tả:ko đúng với mô tả sạc 1 tí đã hết pin ko nên mua nhé mn
1,Rất là tệ ko đúng hàng và lượng bin nạp vào rất ít ( chưa đến 30% bin
1,Sạc dỏm ba cục pin mà 1 cục đc kết nối vs mạch còn 2 cục kia để chưng
2,Chất lượng sản phẩm:không tốt  Ảnh không giống như sản phẩm
1,"Tệ , pin sạc được 30% vào điện thoại là hết sạc được rồi"
1,Đúng với mô tả:sạc chả thấy đâu thấy mỗi cái vòng cổ? Lừa đảo ak
1,Chất lượng sản phẩm:tồi Đúng với mô tả:ko  Hang đểu mn k nên mua
1,Chất lượng sản phẩm:kH đúng hàng !!  Treo đầu dê bán thịt chó
1,"Tiền nào của đó, k xài đc nha mn. Quảng cáo 1 đằng giao 1 nẻo"
2,Không giống với trong hình cho lắm xài nhanh hết pin
1,"Bán hàng láo, xảo trá, sử dụng ko đc...mua về xong quăn luôn"
1,"Nhìn ảnh thì đẹp mà mua về thì quá tệ,chất k giống trong ảnh"
1,Đúng với mô tả:sản phẩm này ko nên mua nha mn  Sản phẩm kém
1,Chất lượng sản phẩm:sạc có 3 quả pin thì 2 quả toàn cát :))
1,Rất tệ ko nên mua sai lầm  Sạc đc cỡ nữa tiếng là hết pin
1,"Sản phẩm không đúng như hình, đã thế còn nhanh hết pin"
1,Đúng với mô tả:chả giống như hình Chất lượng sản phẩm:tệ
2,"Sai mẫu mã , sạc dự phòng gì nhanh hết pin hơn cả máy đt .sạc đc 15"" hết pin .shop bán hàng quá tồi .liên hệ để trả lại thì k ai rep tin nhắn"
4,Đúng với mô tả:khác hoàn toàn mô tả  Mới xạc 1 lần đã hư
1,Sài đc 3 ngày bị hư dây sạc  Sạc ko lên pin mà còn tuột
1,Sản phẩm k giống như quảng cáo nhận hàng còn không cho kiểm tra hàng nói chung là quá tệ
1,"Chất lượng sản phẩm:sạc điện thoại từ 25%-40%pin là hết pin , quá tệ  Quá tệ"
1,Bán đúng hàng đi nhé .. sạc 30w￼ maf nhẹ sạc thì 15p hết bà pin :))
1,"Hàng ko dúng trong hình ảnh, thời lường sạc quá ít"
1,Chất lượng sản phẩm:đưa sản phẩm ko đúng theo nhu cầu của khách hàng Đúng với mô tả:ko đúng hàng
2,Pin rao bán thì mẫu màu đen  .mà khi giao hàng thì giao mẫu màu trắng. Pin giới thiêu 30000 gì đó giới thiệu dữ lắm. Mua vé sạc pin đầy.đem ra sạc pin điện thoại chưa đầy 15phuc nữa là cục pin sạc dự phong hết pin là sao .
1,Đúng với mô tả:không Chất lượng sản phẩm:kem  Gửi hàng sai muốn hoàn trả
2,Sạc báo đầy mà dùng 15 phút là ngừng không sạc được nữa.shop mất uy tín quá
1,Hàng chưa về và tôi cũng chưa nhận đc cuộc gọi từ shipper mà báo đã giao hàng thành công tôi chờ hơn 1 tuần mà ko thấy gì ko nên mua
1,Chất lượng sản phẩm:rất tệ  Sản phẩm rất tệ sạc đc có 3 phần trăm là hết sạch pin Mọi người ko nên mua nữa
1,Pin có 3 cục mà chỉ có 1 cục chạy được mình thử với chiếc mô tơ có cục đấu dây điện chạy shop làm ăn như cc k đáng giá tiền
1,Này ko cầm bin nha mn với giao ko đúng mẫu nửa ae nên xem xét
3,Đúng với mô tả:hàng ko nên dùng sạc khoảng đến 5% là hết pin hàng kém chất lượng
1,Chất lương kém ko giống như trên này toàn lừa đảo thôi mình khuyên mọi người ko nên mua
1,Chất lượng sản phẩm:kém đồ dổm  Trên sạc dự phòng có ghi là 36000mah mà mới mua về đã sạc đầy cho cục sạc mà tới lúc sạc cho điện thoại 5000 mah thì nó mới vô đc 10% qin thì sạc dự phòng đã hết pin
1,Chất lượng sản phẩm:k tốt Đúng với mô tả:ko  36000mAh mà sạc đc 10% hết cmn pin=)) mn k nên mua
1,chất lượng quá kém gửi hàng không chuẩn so với ảnh mẫu
2,Chất lượng sản phẩm:quá tệ  Sạc 30' là hết nguồn luôn.  Cắm sạc đến 12h
1,"Hàng k tốt nha,đt còn 5% pin,sạc chỉ dc 30% pin là cục du phòng hết pin"
1,Củ sạc này sử dụng hết pin nhanh tôi chie sạc được hơn 30% thôi
3,Chất lượng sản phẩm:hơi nhẹ  Không giống lắm nhưng đc cái tận 36000mah
1,"Ko như hình đã đặt , mình đặt màu đen sao lại giao màu trắng, mà hàng về ko giống hình đã xem"
3,Chất lượng sản phẩm:hangf ko nhu quang cao  Ko như quảng cáo phê bình
3,Chất lượng sản phẩm:được  Mua màu đen đưa màu trắng
3,shop như ccc ý dclmmmm giao hàng mà mã shop khác giao hàng khác dclmmmmm
1,Hàng đặt mua màu đen thì người bán gửi cho màu trắng. Không những thế còn không đúng như miêu tả. Thật thất vọng với sp và shop
3,Trên shopee ghi là 30000mAH mà sản phẩm nghi là 20000hAH
1,Chất lượng sản phẩm:rất kém  Không đúng với mô
1,"Đặt là 30000 nhưng lại giao 20000 mà thậm chí nó còn không sạc đc lâu, mình đã thử sạc khi cục pin dự phòng đã đầy vs ip7 còn 1% của mình thì chỉ sạc đến 47% là đã hết trong khi pin ip là 5000 :)"
1,Sạc được mấy % sập luôn.sạc đểu.tiền nào của nấy thôi
2,Ghi là 30000 mà dùng như là 2000 Đã v ship còn lâu nx
1,Đúng với mô tả:1 sao Chất lượng sản phẩm:1 sao  Sản phẩm gì mà sạc được có 18% là hết rồi
1,Chất lượng sản phẩm:sản phẩm chất lượng pin dự phòng quá kém  Chất lượng sản phẩm kém. Pin dự phòng sac chưa đầy 15phút hết pin vừa cắm để sạc dt thi tụt xuống 50%
1,Sản phẩm không đúng như trên hình  Hết pin nhanh  Nói chung là hàng đểu
2,Chất lượng sản phẩm:pin k cầm  Pin k được cầm và k giống như hình
1,Sản phẩm pin hết nhanh quá 75%mà xạc đc 3% pin đã hết r
1,Cục sạc giao kh đúng trong hình còn chất lượng sử dụng chưa biết
1,Ko đúng mẫu đã quảng cáo
3,Trên shop 1 hình ảnh giao hàng 1 loại khác
1,Chất lượng sản phẩm:quá tệ  Đã vào sọt rác
1,Giao hàng không giống mô tả
1,"rẻ quá mua thử, dùng đc ít phút nhé các báci"
1,sản phẩm k giống hình
1,Sản phẩm ko đúng với quản cáo nhanh hết pin
1,Kém chất lượng...ko đúng như hình ...
3,Đúng với mô tả:ok
2,Hàng khôg đúng mẫu
1,Sạc vào điện thoại tăng được có 7%
1,Không đúng xac của tôi
1,Về sạc được 1 lần là hỏng
4,Sạc nhanh hết pin
1,Hàng không như hình hộp đựng thì sử đụng hộp cũ
1,Không đúng mẫu
1,Ko giống như trên hình
1,Dùng đúng 1 lần
1,Chất như cứt
1,Lừa đảo
4,Chân cắm sạc đầu vào hơi lung lay
2,Chất lượng sản phẩm:ko đúng Đúng với mô tả:nhẹ
1,Quá tệ
2,Pin sạc dự phòng sạc lúc đã hết pin
1,Sạc đểu sạc mãi đt ko lên ℅nào ae ko nên mua nha
1,Chất lượng sản phẩm:quá tệ  Quá kém chất lượng
1,Chất lượng sản phẩm:kém  Mang về hỏng luôn :))
2,Sản Phẩm Không Đúng Như Trong Hình Ảnh
3,Pin hết hơi nhanh ko đến 3000m
1,Chất lượng sản phẩm:SẠc đầy nhưng không dùng được
1,Tệ quá nhanh hết bin 100%găm vô máy hết bin
1,Hàng giả lừa tao có 3 cục pin con bên trong
1,Hàng không giống như trên hình shop lừa đảo
3,Sản phẩm dùng nhanh hết pin
1,Đúng với mô tả:ghim vào tầm 15p đã hết pin
1,Không đúng sản phẩm. Đã vậy còn dỏm
1,Ko đúng màu đã trọn Sạc dc 10phút hết pin
1,Shop lừa đảo ... Xạc được 10phut hết pin
1,Tệ .30000 mà sạt đúng 2 lần ip13 hết :))
4,chưa dùng chưa bt
1,Pin dự phòng ko sạc nhiếu  như ko đổ Đồ
1,"Hàng cực dỏm, không còn j tả nổi!!!"
1,Kém chất lượng
1,Chất lượng sản phẩm:quá kém  Hàng đểu
1,Bán đồ điểu thì có hàng chất lượng j
1,Gui k dung voi don dat hag k uy tin
1,"Hàng rất kém,tuyệt đối đừng bị lừa"
4,Ko đúng màu
1,Chất lượng sp rất kém ko hài lòng
1,Xạc k được 40% bin điện thoại nữa
4,Ko đúg màu
1,Đặt hàng 1 kiều giao hàng 1 kiểu
3,Nhẹ pin hết nhanh
1,Đưa kg đúng hàng
1,Đặt màu đen về lại màu trắng :)
1,Sao sạc ko vô chút nào vậy shop
1,quá tệ.sạc ko đuoc 10% bin đt .
1,shop nó lừa đảo mn đừng nên mua
1,Mua mầu đen gửi màu trắng :)))
1,Không đc đẹp và chất lượng kém
1,Chất lượng sản phẩm:k  N
1,Không tốt ạ
1,Như lòn hàng ko giống ảnh :))
1,Sạc lên 10% là hết mẹ pin rồi
3,Sạc nhanh hết
1,Hàng rất tệ
2,Sp ko như quảng cáo
1,Chất lượng sản phẩm:quá tệ
1,Như cc cầm nhẹ như đồ fake
1,Giao hàng ko đúng như hình
2,Giao ko đúng hàng
1,Ko dùng đc tốn tiền vcl
3,sạc chậm
1,Không giống trong hình
1,Ko giống như trong anh
1,pin yếu quá sạc tí hết
1,Sạp 3p hết pin chụi
1,Ko như lời giới thiệu
1,Cùi hơn tưởng tượng 😶
1,Ko đúng như trên hình
1,Pin bị chai xài đc 5p
1,Hàng kém  chất lượng
2,Ko đúng loại
1,Sản phẩm ko dùng đc
1,Hàng kém chất lượng
1,Sạc kém chất lượng
1,Ko giống vs mô tả
1,Rất nhanh hết pin
3,Ok
1,Ko như hình ảnh
1,Chất lượng sản phẩm:giao hàng k đúng lừa đảo  Đéo má lừa đảo à giao như gì má nó ae chớ có mua
1,Cái địt mẹ sản phẩm như cái lồn mẹ mày hàng đéo đúng địt con mẹ mày làm ăn thức Đức chết cả lò nhà mày. Ae đừng nên mua hàng lũ sv này
1,Sạc ko vào pin
1,Sạc không được
2,Pin lỏ
1,Sạc không vào
1,Sạc được 15’
1,Sạc rất chậm
1,Ko vào pin
1,Không dong
1,Sạt như cc
1,Lừa đão
1,Sạc đểu
1,Hàng đểu
1,Quá yếu
1,Chê nhé
1,Quá yếu
1,như bồi
1,Như cất
1,Quá tệ
1,Kh ok
1,Fake
1,"Nó chỉ giữ pin thôi,chứ ko lên pin"
1,Sạc như cái đầu buồi
1,"Chất lượng sản phẩm:nhu cut Đúng với mô tả:lừa đảo  bán không có tâm, mng đừng mua phí tiền, coi như t bố thí cho shop"
1,"Như cái đbrr vậy, lần sau bán v để nhà mà dùng nhà shop dm sạc đéo cả đc một vạch pin clm cm buôn bán như cl"
1,Ủa đặt 2 ship 1 shop còn đéo phản hồi nc là như lồn
1,Pin nhiên lồn ae đừng mua. Hàng đểu
1,Chất lượng sản phẩm:tệ hại Đúng với mô tả:như cứt  Hàng ko cs j để ns quá dởm phí tiền
1,Bung hết ra trong có 3 cục pin shop xạo lồn quá ae đừng mua nha bị lừa á quá tệ luôn
1,lừa đảo vcl
1,Chất lượng sản phẩm:tệ  Sạc như cặc chưa được 20% hết pin
1,Không chất lượng và không xài được
1,Như con cặc.  30000mah mà sạc tí đã hết pin. Đcmm lừa đảo
1,như cc sác chưa đ 30% đã hết phin
1,Ko hài lòng
1,Ko j
1,Sao không gióng trong hình
1,30000mah là giả
1,Cc
1,đểu vl
1,"Mua nhưng không thể dùng, lừa đảo"
3,Chất lượng sản phẩm:bình thường
4,Chất lượng sản phẩm:Tệ lắm shop ơi Đúng với mô tả:lệch mô tả nhé  Pin 36000mAh mà bảo là 30000mAh  Bịp vcl Shop làm ăn rõ chán May hôm nay mát giời nên cho 4sao
1,Hàng quá kém 😑😑
4,"Hàng ổn, chất lượng với kích thước vừa đủ, sạc như trên thông tin, chỉ tội là đặt màu đen mà giao màu trắng"
1,Sản phẩm thì như loz ổ 2 chỗ cắm mà tháo ra lại có 3 cái chịu nhà sx
1,Ko như trên hình ảnh
1,Hàng quá kém chất lượng sạc không đầy nổi 1 lần
1,Sản phẩm ko như hình treo dê bán chó ae để ý
1,Giao hàng k giống mẫu
1,Pin rất ít
1,Lừa đảo
2,Xạc k lên pin
3,Sạc thì chậm k đầy nổi iphone 8
1,Tệ
1,"Hàng bẩn, đong gói túi nilong bị rách"
4,Sản phẩm hông giống như trên hình
3,Hàng đúng mô tả ko giống hình ảnh
1,Đúng với mô tả:pin sạc hết nhanh lắm shop ak
1,Chất lượng sản phẩm:sản phẩm kém chất lượng
1,Hàng quá kém
1,Ko nổi 10% đt thoại đã hết pin
1,Hàng mã ko dùng được
2,Pin yếu lắm
1,Sạc đc 10% hết sạch pin😀
3,"Mô tả 1 đằng giao 1 nẻo, không đúng dung lượng"
1,Ko khoẻ như trên  
1,"Giao hàng không giống như lúc đặt hàng, đm làm ăn như loll"
1,Đúng 1 lần duy nhất. Đặt sạc được ví nam. Ahihi.
1,Hàng kém chất lượng
1,lừa đảo. mua mặt kính giao hàng khác
1,"Chất lượng sản phẩm:chưa test Đúng với mô tả:hình đen nhưng ship trắng  khá lỏng lẻo, hủy đơn k dc nên phải nhận haizz"
4,Ok nha shop
3,Chất lượng sản phẩm:tạm ổn  Hình ảnh và video chỉ mang tính chất nhận xu chất lượng tạm ổn
